,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,method,param_C,param_alpha,param_bootstrap,param_criterion,param_kernel,param_learning_rate,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,param_n_iter,param_penalty,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
39,0.007671976089477539,0.0008217811584472657,0.55,0.9925,4v1_T,,,False,gini,,,10,2,4,5,,,,"{'max_features': 2, 'max_depth': 10, 'criterion': 'gini', 'bootstrap': False, 'min_samples_leaf': 4, 'min_samples_split': 5}",19,0.75,1.0,0.5,0.975,0.5,1.0,0.5,1.0,0.5,0.9875,0.0001187326055931727,5.025632914507369e-05,0.09999999999999999,0.010000000000000004
40,0.007653284072875977,0.0008397102355957031,0.53,0.785,4v1_T,,,True,gini,,,7,1,7,6,,,,"{'max_features': 1, 'max_depth': 7, 'criterion': 'gini', 'bootstrap': True, 'min_samples_leaf': 7, 'min_samples_split': 6}",27,0.5,0.8,0.4,0.7,0.55,0.7625,0.65,0.875,0.55,0.7875,0.00012696969286391988,9.493910445692483e-05,0.08124038404635961,0.05667892024377319
41,0.008077239990234375,0.0008681297302246093,0.5,0.885,4v1_T,,,True,gini,,,4,9,8,7,,,,"{'max_features': 9, 'max_depth': 4, 'criterion': 'gini', 'bootstrap': True, 'min_samples_leaf': 8, 'min_samples_split': 7}",41,0.55,0.8875,0.45,0.8375,0.45,0.9125,0.4,0.9,0.65,0.8875,0.00011978521462755043,3.8436269509044106e-05,0.08944271909999159,0.02549509756796391
42,0.00824422836303711,0.0008507728576660156,0.57,0.78,4v1_T,,,False,entropy,,,1,9,4,5,,,,"{'max_features': 9, 'max_depth': 1, 'criterion': 'entropy', 'bootstrap': False, 'min_samples_leaf': 4, 'min_samples_split': 5}",13,0.65,0.8875,0.5,0.7625,0.7,0.675,0.5,0.8,0.5,0.775,0.0001236350019178796,7.47019246520539e-05,0.08717797887081347,0.06828250141873829
43,0.008579826354980469,0.0007996559143066406,0.58,0.9974999999999999,4v1_T,,,False,gini,,,8,7,3,6,,,,"{'max_features': 7, 'max_depth': 8, 'criterion': 'gini', 'bootstrap': False, 'min_samples_leaf': 3, 'min_samples_split': 6}",6,0.6,1.0,0.65,1.0,0.5,0.9875,0.5,1.0,0.65,1.0,5.718162331347703e-05,2.20755520560071e-05,0.06782329983125268,0.004999999999999982
44,0.008539152145385743,0.0008274555206298828,0.63,0.9325000000000001,4v1_T,,,False,gini,,,4,9,8,2,,,,"{'max_features': 9, 'max_depth': 4, 'criterion': 'gini', 'bootstrap': False, 'min_samples_leaf': 8, 'min_samples_split': 2}",1,0.7,0.95,0.65,0.9375,0.65,0.925,0.45,0.95,0.7,0.9,9.953653307508644e-05,1.3972711982864517e-05,0.09273618495495702,0.01870828693386968
45,0.007981443405151367,0.0008899211883544922,0.58,0.9349999999999999,4v1_T,,,True,gini,,,10,5,4,10,,,,"{'max_features': 5, 'max_depth': 10, 'criterion': 'gini', 'bootstrap': True, 'min_samples_leaf': 4, 'min_samples_split': 10}",6,0.7,0.95,0.6,0.9375,0.6,0.9375,0.45,0.9375,0.55,0.9125,6.164945723138466e-05,0.0001627323457358062,0.08124038404635958,0.012247448713915888
46,0.008072328567504884,0.0008256912231445312,0.58,0.9700000000000001,4v1_T,,,False,gini,,,5,6,6,3,,,,"{'max_features': 6, 'max_depth': 5, 'criterion': 'gini', 'bootstrap': False, 'min_samples_leaf': 6, 'min_samples_split': 3}",6,0.75,0.9625,0.5,0.9625,0.6,0.9875,0.5,0.975,0.55,0.9625,0.00010775743304611175,5.432186166590099e-05,0.09273618495495704,0.010000000000000004
47,0.007848548889160156,0.0008158683776855469,0.55,0.9400000000000001,4v1_T,,,False,gini,,,7,3,8,2,,,,"{'max_features': 3, 'max_depth': 7, 'criterion': 'gini', 'bootstrap': False, 'min_samples_leaf': 8, 'min_samples_split': 2}",19,0.8,0.9375,0.6,0.875,0.5,0.975,0.35,0.975,0.5,0.9375,4.286110947806427e-05,1.7372847112184756e-05,0.14832396974191328,0.036571847095819475
48,0.007855463027954101,0.0008269309997558594,0.52,0.8524999999999998,4v1_T,,,True,gini,,,3,5,9,7,,,,"{'max_features': 5, 'max_depth': 3, 'criterion': 'gini', 'bootstrap': True, 'min_samples_leaf': 9, 'min_samples_split': 7}",33,0.75,0.85,0.4,0.7875,0.45,0.8875,0.4,0.8875,0.6,0.85,7.382517250451427e-05,3.105546367679188e-05,0.13638181696985854,0.036571847095819475
49,0.007842063903808594,0.0008240222930908203,0.49,0.7925000000000001,4v1_T,,,True,entropy,,,10,3,10,6,,,,"{'max_features': 3, 'max_depth': 10, 'criterion': 'entropy', 'bootstrap': True, 'min_samples_leaf': 10, 'min_samples_split': 6}",44,0.6,0.7625,0.3,0.7625,0.55,0.7375,0.4,0.85,0.6,0.85,0.00015149319887222023,6.86720671778371e-05,0.12,0.04782781617427247
0,0.050665092468261716,0.00042281150817871096,0.61,1.0,4v1_T,,,,,,0.1,8,sqrt,,6,100,,,"{'max_depth': 8, 'n_estimators': 100, 'learning_rate': 0.1, 'max_features': 'sqrt', 'min_samples_split': 6}",8,0.65,1.0,0.65,1.0,0.55,1.0,0.55,1.0,0.65,1.0,0.0011921828655623939,9.839666186379988e-05,0.04898979485566354,0.0
1,0.01700105667114258,0.0002497196197509766,0.45,0.71,4v1_T,,,,,,0.005,1,log2,,10,100,,,"{'max_depth': 1, 'n_estimators': 100, 'learning_rate': 0.005, 'max_features': 'log2', 'min_samples_split': 10}",40,0.6,0.725,0.2,0.625,0.6,0.75,0.3,0.775,0.55,0.675,9.69689835889433e-05,6.603118657346252e-06,0.1673320053068151,0.053851648071345036
2,0.07686800956726074,0.0003406524658203125,0.62,1.0,4v1_T,,,,,,0.5,1,sqrt,,3,500,,,"{'max_depth': 1, 'n_estimators': 500, 'learning_rate': 0.5, 'max_features': 'sqrt', 'min_samples_split': 3}",4,0.6,1.0,0.7,1.0,0.5,1.0,0.55,1.0,0.75,1.0,0.0005629359107832938,1.604286003745006e-05,0.09273618495495702,0.0
3,0.1386655330657959,0.0004314899444580078,0.66,1.0,4v1_T,,,,,,1.0,3,sqrt,,6,1000,,,"{'max_depth': 3, 'n_estimators': 1000, 'learning_rate': 1.0, 'max_features': 'sqrt', 'min_samples_split': 6}",1,0.6,1.0,0.7,1.0,0.5,1.0,0.65,1.0,0.85,1.0,0.0009523693406934295,5.789015198895936e-05,0.11575836902790225,0.0
4,0.047242259979248045,0.0003696918487548828,0.55,1.0,4v1_T,,,,,,0.005,9,sqrt,,10,100,,,"{'max_depth': 9, 'n_estimators': 100, 'learning_rate': 0.005, 'max_features': 'sqrt', 'min_samples_split': 10}",30,0.65,1.0,0.4,1.0,0.55,1.0,0.55,1.0,0.6,1.0,0.0007089414130605132,5.041199473190414e-05,0.08366600265340754,0.0
5,0.016778993606567382,0.00025811195373535154,0.42,0.55,4v1_T,,,,,,0.001,1,log2,,6,100,,,"{'max_depth': 1, 'n_estimators': 100, 'learning_rate': 0.001, 'max_features': 'log2', 'min_samples_split': 6}",43,0.6,0.525,0.2,0.625,0.6,0.525,0.2,0.525,0.5,0.55,0.0001553684740288492,8.153218245121573e-06,0.18330302779823357,0.03872983346207416
